phrase,teaching_cue,context,speaker_response
Pourquoi?,"Ask, ""Why?""",vocabulary_introduction,Female Speaker
Parce que je voudrais acheter quelque chose,"""Because I would like to buy something.""",vocabulary_introduction,Male Speaker
Je veux acheter quelque chose,"Dites, ""I want to buy something.""",vocabulary_introduction,Male Speaker
Où?,"Ask, ""Where?""",vocabulary_introduction,Female Speaker
Où voudriez-vous acheter quelque chose?,"Ask, ""Where?""",vocabulary_introduction,Female Speaker
Dans un grand magasin,"Répondez ""In a big store.""",vocabulary_introduction,Male Speaker
"Oui, ils sont ouverts maintenant","Répondez ""Yes, they're open now.""",vocabulary_introduction,Female Speaker
Parce qu'ils sont ouverts ce soir,"""Because they are open this evening.""",vocabulary_introduction,Female Speaker
"Demain, ils sont fermés","""Tomorrow, they're closed.""",vocabulary_introduction,Female Speaker
Qu'est-ce que vous voudriez acheter?,Ask him what he would like to buy?,vocabulary_introduction,Female Speaker
Quelque chose pour ma femme,"""Something for my wife.""",vocabulary_introduction,Male Speaker
Combien d'argent avez-vous?,Ask him how much money he has?,vocabulary_introduction,Female Speaker
Est-ce que vous avez de l'argent?,Demandez-lui s'il a de l'argent.,vocabulary_introduction,Female Speaker
"Oui, j'ai quatre-vingts francs","""Yes, I have eighty francs.""",vocabulary_introduction,Male Speaker
Ce n'est pas beaucoup,"""That's not a lot.""",vocabulary_introduction,Female Speaker
"Pour ma femme, ça suffit","""For my wife, it's enough.""",vocabulary_introduction,Male Speaker
Mais pas pour moi,"""But not for me.""",vocabulary_introduction,Female Speaker
