phrase,teaching_cue,context,speaker_response
"D'accord, mais je voudrais déjeuner chez vous.","Say, ""Okay, but I'd like to have lunch at your place.""",vocabulary_introduction,Male Speaker
À huit heures.,"Say, ""At eight o'clock.""",vocabulary_introduction,Female Speaker
Je ne sais pas à quelle heure.,"Say, ""I don't know at what time.""",vocabulary_introduction,Female Speaker
"À deux heures, d'accord?","Say, ""At two o'clock, okay?""",question,Male Speaker
D'accord. Chez moi.,"Say, ""Okay, at my place.""",vocabulary_introduction,Female Speaker
"Où est l'Hôtel Saint-Jacques, s'il vous plaît?","Do you remember how to ask, ""Where's the Hotel Saint-Jacques?""",question,Male Speaker
"C'est là-bas, rue Saint-Jacques.","Answer, ""It's down there, on the ""rue Saint-Jacques.""""",vocabulary_introduction,Female Speaker
Est-ce que vous voudriez boire quelque chose avec moi?,How would you ask her if she would like to drink something with you?,question,Male Speaker
"Est-ce que vous voudriez boire quelque chose avec moi, Mademoiselle?",How would you ask her if she would like to drink something with you?,question,Male Speaker
Pas Mademoiselle. Madame.,"How does she correct you saying, ""Not ""Mademoiselle. Madame.""""",vocabulary_introduction,Female Speaker
"Pardon, Madame.","Say, ""Sorry, ma'am.""",vocabulary_introduction,Male Speaker
Mais est-ce que vous voudriez boire quelque chose avec moi?,"Say, ""But would you like to drink something with me?""",question,Male Speaker
"Non, merci, Monsieur.","How does she say, ""No, thank you, sir""?",vocabulary_introduction,Female Speaker
Pas maintenant.,"Say, ""Not now.""",negation,Male Speaker
Et pas plus tard.,"How does she say, ""And not later""?",negation,Female Speaker
"Mais à une heure, d'accord?","Ask, ""But at one o'clock, okay?""",question,Male Speaker
Pas d'accord.,"She says, ""Not okay.""",negation,Female Speaker
À deux heures?,"Ask, ""At two o'clock?""",question,Male Speaker
"Non merci, je ne veux pas.","She says, ""No, thank you. I do not want to.""",negation,Female Speaker
"Plus tard, à huit heures.","Say, ""Later at eight o'clock"".",vocabulary_introduction,Male Speaker
"Non, Monsieur.","She says, ""No sir"".",vocabulary_introduction,Female Speaker
Ou à neuf heures.,"Say, ""Or at nine o'clock"".",vocabulary_introduction,Male Speaker
Absolument pas.,"She answers, ""Certainly not"". Listen and repeat.",negation,Female Speaker
"Non, Monsieur, je ne veux pas boire quelque chose avec vous.","How does she answer, ""No sir, I do not want to drink something with you""?",negation,Female Speaker
Je comprends maintenant.,"Say, ""Ah, I understand now.""",vocabulary_introduction,Male Speaker
Oui. Vous ne voulez pas boire quelque chose avec moi.,"Say, ""Yes, you don't want to drink something with me.""",vocabulary_introduction,Male Speaker
Mais vous voudriez manger quelque chose avec moi.,"""But you would like to eat something with me.""",vocabulary_introduction,Male Speaker
Au restaurant.,"Add, ""In a restaurant.""",vocabulary_introduction,Male Speaker
À huit heures ou à neuf heures?,"Ask, ""At eight o'clock or at nine o'clock?""",question,Male Speaker
Pas à une heure et pas à deux heures.,"She says, ""Not at one o'clock and not at two o'clock.""",negation,Female Speaker
Pas à huit heures et pas à neuf heures.,"She adds for good measure, ""Not at eight o'clock and not at nine o'clock.""",negation,Female Speaker
"Vous ne comprenez pas, Monsieur.","She says, ""You don't understand, sir.""",vocabulary_introduction,Female Speaker
Qu'est-ce que je ne comprends pas?,"Ask her, ""What don't I understand?""",question,Male Speaker
"Vous ne comprenez pas le français, Monsieur.","She answers, ""You don't understand French, sir.""",vocabulary_introduction,Female Speaker
Comment allez-vous?,Look at number one. Read it aloud.,reading_practice,Male Speaker
"Bonjour, Monsieur.",Read number two.,reading_practice,Male Speaker
Vous savez.,Three.,reading_practice,Male Speaker
Vous avez.,Four.,reading_practice,Male Speaker
"Vous savez, vous avez.",Read three and four together.,reading_practice,Male Speaker
Vous n'avez pas de vin.,Five.,reading_practice,Male Speaker
Vous ne comprenez pas.,Six.,reading_practice,Male Speaker
Est-ce que vous comprenez?,Seven.,reading_practice,Male Speaker
"Ici, on parle français.",Eight.,reading_practice,Male Speaker
Saint-Michel.,Nine.,reading_practice,Male Speaker
Où est le boulevard?,Ten.,reading_practice,Male Speaker
Est-ce que le boulevard est ici?,Eleven.,reading_practice,Male Speaker
Où est Jacques?,Twelve.,reading_practice,Male Speaker
Jacques n'est pas ici.,Thirteen.,reading_practice,Male Speaker
Il est là-bas.,Fourteen.,reading_practice,Male Speaker
"Non, il n'est pas là-bas.",Fifteen.,reading_practice,Male Speaker
