phrase,teaching_cue,context,speaker_response
Vraiment.,"How do you say, ""Really"" or ""Truly""?",vocabulary_introduction,Female Speaker
Où sont les enfants?,"Ask the man, ""Where the children are?""",question,Female Speaker
"Les enfants, où sont-ils?","Ask the man, ""Where the children are?""",question,Female Speaker
Où sont les toilettes?,Ask where the bathroom is.,question,Male Speaker
"Les toilettes, où sont-elles?","Now try to ask, ""The toilets, where are they?""",question,Male Speaker
Elles sont là-bas.,"Answer, ""They are over there.""",vocabulary_introduction,Female Speaker
Vraiment?,"Ask, ""Truly?""",question,Male Speaker
"Oui, elles sont vraiment là-bas.","Say, ""Yes, they are really over there.""",vocabulary_introduction,Female Speaker
La petite fille.,"How do you say, ""The little girl""?",vocabulary_introduction,Male Speaker
Le grand garçon.,"Say, ""The big boy.""",vocabulary_introduction,Male Speaker
La grande fille.,"Say, ""The big girl.""",vocabulary_introduction,Male Speaker
Notre grande fille.,"Say, ""Our big girl.""",vocabulary_introduction,Male Speaker
Votre grande fille.,"Say, ""Your big girl.""",vocabulary_introduction,Male Speaker
Les petites filles.,"Say, ""The little girls.""",vocabulary_introduction,Male Speaker
La famille.,"""The family."" Écoutez et répétez.",vocabulary_introduction,Male Speaker
Une famille.,"Say, ""One family.""",vocabulary_introduction,Male Speaker
Notre famille.,"Say, ""Our family.""",vocabulary_introduction,Male Speaker
Où est votre famille?,Ask the man where his family is.,question,Female Speaker
"Votre famille, où est-elle?",Ask the man where his family is.,question,Female Speaker
Ma famille?,"Ask, ""My family?""",question,Male Speaker
Les petits sont en Amérique.,"Say, ""The little ones are in America.""",vocabulary_introduction,Male Speaker
La grande fille est ici avec nous.,"Say, ""The big girl is here with us.""",vocabulary_introduction,Male Speaker
Votre famille est grande.,"Say, ""Your family is big.""",vocabulary_introduction,Female Speaker
Votre famille est vraiment grande.,"Say, ""Your family is really big.""",vocabulary_introduction,Female Speaker
"Oui, Madame, c'est notre petit garçon.","Imaginez que vous êtes en France avec votre famille. Vous avez deux garçons et une fille. Vous allez parler avec Madame Durand. Quand vous répondez, ne dites pas ""je"", mais ""nous.""",conversation_practice,Male Speaker
Nous avons deux garçons.,"Imaginez que vous êtes en France avec votre famille. Vous avez deux garçons et une fille. Vous allez parler avec Madame Durand. Quand vous répondez, ne dites pas ""je"", mais ""nous.""",conversation_practice,Male Speaker
"Oui, nous avons une fille.","Imaginez que vous êtes en France avec votre famille. Vous avez deux garçons et une fille. Vous allez parler avec Madame Durand. Quand vous répondez, ne dites pas ""je"", mais ""nous.""",conversation_practice,Male Speaker
Elle est grande.,Tell her she is big.,vocabulary_introduction,Male Speaker
"Non, elle ne comprend pas le français.","Imaginez que vous êtes en France avec votre famille. Vous avez deux garçons et une fille. Vous allez parler avec Madame Durand. Quand vous répondez, ne dites pas ""je"", mais ""nous.""",conversation_practice,Male Speaker
Où sont les toilettes?,Ask her where the bathroom is.,question,Male Speaker
Nous allons là-bas.,"Now, start from the words ""vous allez"" which you know, and try to say, ""We are going down there.""",vocabulary_introduction,Male Speaker
"Pardon, Madame.",Excuse yourself.,vocabulary_introduction,Male Speaker
Pas vraiment.,"Say, ""Not really.""",negation,Male Speaker
"Oui, nous avons beaucoup d'enfants.","Say, ""Yes, we have many children.""",vocabulary_introduction,Male Speaker
Et beaucoup de toilettes.,"Say, ""And many bathrooms.""",vocabulary_introduction,Male Speaker
