lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
4,211,Female Speaker,"Pardon, où est la rue Saint-Jacques, s'il vous plaît?",ConversationalExchange,"(No specific cue provided, but likely part of a dialogue practice)",pardon où être la rue Saint-Jacques s'il vous plaît
4,212,Male Speaker,"C'est ici, Mademoiselle.",ConversationalExchange,"(No specific cue provided, but likely responding to the Female Speaker's question)",ce être ici Mademoiselle
4,213,Female Speaker,Et le boulevard Saint-Michel?,ConversationalExchange,"(No specific cue provided, but likely continuing the dialogue)",et le boulevard Saint-Michel
4,214,Male Speaker,C'est là-bas.,ConversationalExchange,"(No specific cue provided, but likely responding to the Female Speaker's question)",ce être là-bas
4,215,Male Speaker,La rue Saint-Jacques n'est pas là-bas.,DirectRepetition,"(No specific cue provided, but likely repeating a phrase for practice)",la rue Saint-Jacques ne être pas là-bas
4,216,Male Speaker,La rue Saint-Jacques n'est pas là-bas.,DirectRepetition,"(No specific cue provided, but likely repeating the phrase again for practice)",la rue Saint-Jacques ne être pas là-bas
4,217,Male Speaker,Le boulevard Saint-Michel est là-bas.,DirectRepetition,,le boulevard Saint-Michel être là-bas
4,218,Male Speaker,Le boulevard Saint-Michel est là-bas.,DirectRepetition,,le boulevard Saint-Michel être là-bas
4,219,Male Speaker,Mais la rue Saint-Jacques est ici.,DirectRepetition,,mais le rue Saint-Jacques être ici
4,220,Male Speaker,Mais la rue Saint-Jacques est ici.,DirectRepetition,,mais le rue Saint-Jacques être ici
4,221,Female Speaker,Savez-vous où il y a un bon restaurant?,ConversationalExchange,,savoir vous où il y avoir un bon restaurant
4,222,Male Speaker,"Je ne comprends pas, Mademoiselle.",ConversationalExchange,,je ne comprendre pas mademoiselle
4,223,Female Speaker,Ça ne fait rien.,ConversationalExchange,,ça ne faire rien
4,224,Male Speaker,"Au revoir, Mademoiselle.",ConversationalExchange,,au revoir mademoiselle
4,225,Female Speaker,Au revoir.,ConversationalExchange,,au revoir
4,226,Female Speaker,Bonjour.,ConversationalExchange,,bonjour
4,227,Male Speaker,"Bonjour, Mademoiselle.",ConversationalExchange,,bonjour mademoiselle
4,228,Female Speaker,Comment allez-vous?,ConversationalExchange,,comment aller vous
4,229,Male Speaker,"Très bien, merci et vous?",ConversationalExchange,,très bien merci et vous
4,230,Female Speaker,Très bien. Est-ce que vous êtes américain?,ConversationalExchange,,très bien être vous américain
4,231,Male Speaker,"Oui, Mademoiselle. Je suis américain.",ConversationalExchange,,oui mademoiselle je être américain
4,232,Female Speaker,Je suis française. Est-ce que vous comprenez le français?,ConversationalExchange,,je être français comprendre vous le français
4,233,Male Speaker,Un peu.,SimpleResponse,,un peu
4,234,Male Speaker,Je comprends un peu le français.,DirectRepetition,Listen and repeat.,je comprendre un peu le français
4,235,Male Speaker,Je comprends un peu le français.,PromptedRecall,How do you say 'I understand a little French'?,je comprendre un peu le français
4,236,Male Speaker,Je parle un peu.,PromptedRecall,Say 'I speak a little.',je parler un peu
4,237,Female Speaker,"Pardon, où est la rue Saint-Jacques, s'il vous plaît?",ConversationalExchange,,pardon où être la rue Saint-Jacques s'il vous plaît
4,238,Male Speaker,"C'est ici, Mademoiselle.",ConversationalExchange,,ce être ici mademoiselle
4,239,Female Speaker,Et le boulevard Saint-Michel?,ConversationalExchange,,et le boulevard Saint-Michel
4,240,Male Speaker,C'est là-bas.,ConversationalExchange,,ce être là-bas
4,241,Male Speaker,La rue Saint-Jacques n'est pas là-bas.,ConversationalExchange,,la rue saint-jacques ne être pas là-bas
4,242,Male Speaker,Le boulevard Saint-Michel est là-bas.,ConversationalExchange,,le boulevard saint-michel être là-bas
4,243,Male Speaker,Mais la rue Saint-Jacques est ici.,ConversationalExchange,,mais la rue saint-jacques être ici
4,244,Female Speaker,"Monsieur, savez-vous où il y a un bon restaurant?",ConversationalExchange,,monsieur savoir vous où il y avoir un bon restaurant
4,245,Male Speaker,"Je ne comprends pas, Mademoiselle.",ConversationalExchange,,je ne comprendre pas mademoiselle
4,246,Female Speaker,Ça ne fait rien.,ConversationalExchange,,ça ne faire rien
4,247,Female Speaker,Ça ne fait rien.,DirectRepetition,,ça ne faire rien
4,248,Male Speaker,"Au revoir, Mademoiselle.",ConversationalExchange,,au revoir mademoiselle
4,249,Male Speaker,Au revoir.,SimpleResponse,,au revoir
